Model,Cluster,Component,Feature
aocs aocs ,40,dma obdh fss css sps es mgm gyr str gps thu rw mgt central computer watchdog acf ocf tcp tmp fdr fr reconfig me cpu,fss data power status fss reconfiguration dma css data power status css reconfiguration dma sps data power status sps reconfiguration dma es data power status es reconfiguration dma mgm data power status mgm reconfiguration dma gyr data power status gyr reconfiguration dma str data power status str reconfiguration dma gps data power status gps reconfiguration dma thu data power status thu reconfiguration dma rw data power status rw reconfiguration dma mgt data power status mgt reconfiguration dma telecommand telemetry obdh watchdog event anomaly detected sensored attitude sun direction reference torque reference force telecommand power status fss power status css power status sps power status es power status mgm power status gyr power status str power status gps power status thu power status rw power status mgt telemetry fss reconfiguration css reconfiguration sps reconfiguration es reconfiguration mgm reconfiguration gyr reconfiguration str reconfiguration gps reconfiguration thu reconfiguration rw reconfiguration mgt reconfiguration torque command force command forcing safe mode getting back to normal mode force mode to sm force mode to nm watchdog event anomaly detected changing mode to sm changing mode to nm nominal attitude sensored attitude sun direction reference torque nominal orbit reference force telecommand nominal attitude nominal orbit power status fss power status css power status sps power status es power status mgm power status gyr power status str power status gps power status tru power status rw power status mgt manoeuvre command attitude window check thresholds force mode to nm force mode to sm torque command force command sensor data sensor data sensor data sensor data sensor data sensor data sensor data sensor data telemetry sensored attitude sun direction attitude window sensor data sensor data sensor data sensor data sensor data sensor data sensor data sensor data check thresholds watchdog event anomaly detected reset reconfiguration command changing mode to sm changing mode to nm command fss reconfiguration css reconfiguration sps reconfiguration es reconfiguration mgm reconfiguration gyr reconfiguration str reconfiguration gps reconfiguration thu reconfiguration rw reconfiguration mgt reconfiguration command torque command force command
arincexample arincsystem ,19,rtbus module netif mainmemory mem mem mem process part process part cpu part part part module netif mainmemory mem mem process part thread part cpu part,thebus sensorout thebus sensorout thebus sensorin thebus sensorin sensorin
arincexample module ,36,netif mainmemory mem mem mem process part process part cpu part part part,thebus sensorout thebus sensorout
arincexample module ,36,netif mainmemory mem mem process part thread part cpu part,thebus sensorin thebus sensorin sensorin
autopilot subsys mcu ,40,mem bus dev bus modem bus p dv t dv compas dv v air dv cam dv emet dv gps dv ir dv ram n s c proc ap data channels data  data  data  data  data  data  data  data  data  ppm cpt satus nb err vsupply data acq filt th alt ctrl th nav th climb ctrl th stab th send mcu th send grd station th interrupt spi th interrupt spi th interrupt modem th interrupt gps th ctrl by rc th proc ,spi con d mcu input d mcu output p output dev bus t output dev bus compas output dev bus v air output dev bus video output dev bus video input trans data output video output trans data input modem bus dev bus gps output error output dev bus ir output error output dev bus mem bus ir input p input t input compas input v air input mcu data input gps input trans mcu output trans sol output gps evt input gps output altitude desiree input montee desiree output gps data input altitude desiree output montee desiree input ir input mcu send output data output evt rec spi input data rec mcu output data send spi output evt send spi input data rec mcu output data send spi output data send spi input data rec mcu input data input data output gps input mem bus dev bus spi
avionicsbusmanagers avionicsbusmgr xps ,36,eb l0 l1 l2 l3 bbc bcinit bcmgr mrt mrtinit mrtmgr mrt mrtinit mrtmgr mrt mrtinit mrtmgr cpu cpu cpu cpu cpu,ebus ebus ebus ebus mrttobcmsg mrttobcmsg mrttobcmsg initcomplete initcomplete mrttobcmsg mrttobcmsg mrttobcmsg rttobcmsg initcomplete initcomplete rttobcmsg rttobcmsg initcomplete initcomplete rttobcmsg rttobcmsg initcomplete initcomplete rttobcmsg ebus
blocks fpa block without runtime i ,4,datapart ctrlpart,bus access dataout dataout ctrlout ctrlin ctrlout
blocks fpa block with runtime i ,5,datapart ctrlpart processing,bus access output dataout ctrlout ctrlin ctrlout bus access raw compressed
blocks memory management eight links i ,5,mm runtime,bus access to cdmu link link link link link link link link bus access input bus access
blocks memory management two links i ,5,mm runtime,bus access to cdmu link link bus access input bus access
blocks obc i ,5,computer computer,bus access rawdata rawdata rawdata rawdata rawdata rawdata rawdata rawdata compressed bus access fpadata fpadata fpadata fpadata fpadata fpadata fpadata compressed bus access fpadata fpadata fpadata fpadata fpadata fpadata fpadata compressed
car car ,44,can process a t1 t2 process b t3 t4 t5 t6 process c t7 t8 t9 cpu a cpu b cpu c,m1 out m2 in m1 out m2 in m1 in m2 out m3 out m2 out m1 in m3 out m3 in m4 in m3 in m4 out
dms door management imp ,6,door door lgs dps ocu fws ecam process door door door doors mix,handle position closed latched locked swivel de arrest lock warn diff pres warn slide handle position closed latched locked swivel de arrest lock warn diff pres warn slide in flight on ground engine running emergency evacuation in flight on ground engine running emergency evacuation dps dps cll wrn door wrn door info door info door d1 handle position d1 closed d1 latched d1 locked d1 swivel d1 de arrest d1 lock d1 warn diff pres d1 warn slide d1 in flight d1 on ground d1 engine running d1 emergency evacuation d1 dps d1 warning info d1 ecam info d2 handle position d2 closed d2 latched d2 locked d2 swivel d2 de arrest d2 lock d2 warn diff pres d2 warn slide d2 in flight d2 on ground d2 engine running d2 emergency evacuation d2 warning info d2 ecam info d2 dps mix cll handle position closed latched locked swivel de arrest lock warn diff pres warn slide in flight on ground engine running emergency evacuation dps door locked warning info ecam info handle position closed latched locked swivel de arrest lock warn diff pres warn slide in flight on ground engine running emergency evacuation dps door locked warning info ecam info door door cll
emaxxv power distrib emaxxv power ,39,vbat bus v5  bus v5  bus v bus vbatmotors bus us us odometer odometer receiver inertial gps telemeter camera ip router wifi variator motors reg 5v  reg 5v  reg v reg v bat v calc bat v motors,proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt portcom supply proc evt port port port port supply serial wire supply serial wire supply power in power out power in power out power in power out power in power out power out power out
emaxxv emaxxv ,39,uart ipc bus ic bus timer bus arm usb bus uart bus ethernet bus ethernet bus us twi arm uart arm timer arm pwm arm uart arm uart arm usb arm ethernet arm us odometer odometer receiver inertial gps telemeter camera ip router wifi proc  tm manager tc manager us manager odometer manager actuators manager proc  cl manager se manager d manager telemeter manager inertial gps manager camera ip manager cpu arm cpu arm,proc evt serial wire supply serial wire serial wire serial wire serial wire serial wire serial wire serial wire serial wire proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply proc evt portcom supply proc evt port port port port supply tm frame tc frame us evt us evt odometer evt odometer evt receiver evt us meas us meas compass meas odometer meas tm frame tc frame actuators cmd us meas us meas us evt us evt odometer meas odometer evt odometer evt actuators cmd receiver evt tc frame tm frame state estimation tc frame state estimation tm frame inertial gps meas telemeter meas decision decision camera ip meas telemeter meas inertial gps meas camera ip meas supply supply
flight control fcs ,41,ic operator gps imu platform node a ff nl nf pl pf fl ap cpu rm,pos c ic position ic angle acc ic order ic pos c order angle position acc angle angle o pos c pos o acc c pos i pos o acc c acc o angle c acc i acc o angle c angle o order position acc acc i pos i ic
flowlatencydata application allperiodicdelayed ,42,sense th actuate th compute tstep compute tstep compute tstep,db outed outed ined ined ined outed ined outed ined outed ined outed ined outed ined outed
flowlatencydata topsystem distributedallperiodicdelayed ,42,db pb sense th actuate th compute tstep compute tstep compute tstep cpu,outed outed ined ined ined outed ined outed ined outed ined outed ined outed ined outed db pb
flowlatencysampleddata application alldatadriven ,42,sense actuate compute tstep compute tstep compute tstep,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed
flowlatencysampleddata application allperiodicsampled ,42,sense actuate compute tstep compute tstep compute tstep,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed
flowlatencysampleddata hardwareplatform dual ,21,db cpubus cpu cpu,db db pb db pb
flowlatencysampleddata hardwareplatform single ,21,db cpu,db db pb
flowlatencysampleddata topsystem alldatadriven ,42,app sense actuate compute tstep compute tstep compute tstep hw db cpu,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed db db pb
flowlatencysampleddata topsystem allperiodicsampled ,42,app sense actuate compute tstep compute tstep compute tstep hw db cpu,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed db db pb
flowlatencysampleddata topsystem distributedalldatadriven ,42,app sense actuate compute tstep compute tstep compute tstep hw db cpubus cpu cpu,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed db db pb db pb
flybywire subsys mcu ,39,mem bus dev bus recpt dv cpt dv ser rudder dv ser elevator dv ser aileronl dv ser aileronr dv ser motorl dv ser motorr dv ram proc rcptcde pilotserv mode radio ok radio really lost mega ok rec dec th send th pilot serv th check ap th check fail th interrupt elevator th interrupt motorl th interrupt motorr th interrupt aileronl th interrupt aileronr th interrupt rudder th interrupt spi  interrupt rc th mcu p,spi con rc evtdata input ap evtdata input d mcu output rc input rc output rc evt output dev bus data elev input data aill input data ailr input data motorl input data motorr input data rudder input data elev output data aill output data ailr output data motorl output data motorr output data rudder output dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus mem bus cde elevator output cde motorl output cde motorr output cde aileronl output cde aileronr output cde rudder output radio cdes input ap cdes input cdes vol output rc evt input mcu data input radio ok input radio really lost input mcu send output data output signal input data output signal input data output signal input data output signal input data output signal input data output signal input data rec mcu output evt rec spi input data send spi output evt send spi input ap evt output rc evt input mem bus dev bus spi
fms fms ,41,bus can afdx network vl vl vl vl vl vl keyboard display sensor rdc sw sw sw module mainmemory mem ku mem mfd ku ku mfd mfd cpu partition ku partition mfd module mainmemory mem fm fm fm cpu partition fm module mainmemory mem adiru adiru adiru cpu partition adiru module mainmemory mem ndb ndb ndb cpu partition ndb,ph req can access ph disp can access ph pres afdx access afdx access afdx access afdx access can keyboard access can display access afdx access ph req ph wpinfo ph eta ph wpid ph disp req apex wpid apex th req th wpid wpinfo apex eta apex disp apex th wpinfo th eta th disp afdx access ph wpid ph answer ph speed ph query ph wpinfo ph eta wpid apex query apex answer apex wpinfo apex speed apex eta apex th wpid th query th answer th wpinfo th speed th eta afdx access ph pres ph speed pres apex speed apex th pres th speed afdx access ph query ph answer query apex answer apex th query th answer
isr ticker ,9,clock device driver isr ticker display ticker printer cpu,isr out isr out isr out isr in top
ardupilot ardupilot map ,38,multiplexer spi spi atm flash memory sram eeprom at flash memory sram eeprom esc battery aileron rc rx elevator motor process ardupilot prs gps prs mgmt prs throttle prs yaw ardupilot multiplexer spi spi atm flash memory sram eeprom at flash memory sram eeprom,sport gpsport xy port z port bvolt si bv pres ctrl in in in in inv mux in mux in out out out out yled bled rbff vccled a1 b1 a2 b2 a3 b3 a4 b4 y1 y2 y3 y4 ab b gb miso mosi sclk ss rst miso mosi sclk ss rst pb pb pb pb pb pb pb pb pc pc pc pc pc pc pc pd pd pd pd pd pd pd pd gnd vcc aref avcc pb pb pb pb pb pb gnd vcc pin outm vin vout ail ch ch ch ch ch ch ele pin gps pos gps pos speed angle speed angle sport gpsport xy port z port bvolt si bv pres ctrl in in in in inv mux in mux in out out out out yled bled rbff vccled a1 b1 a2 b2 a3 b3 a4 b4 y1 y2 y3 y4 ab b gb miso mosi sclk ss rst miso mosi sclk ss rst pb pb pb pb pb pb pb pb pc pc pc pc pc pc pc pd pd pd pd pd pd pd pd gnd vcc aref avcc pb pb pb pb pb pb gnd vcc
ardupilot ardupilot shield ,38,gps xyz shield,vin tx rx gnd pps x y pin pin pin pin out xy out z v3  v5 ada gps xy in z in
mars pathfinder sys mars pathfinder correct ,40,vme bus  radio coupler camera altimeter accelerometer meterological sun sensors star analyser thrusters valves memories prs psc data rw bus scheduling data distribution control task radio task camera task mesure task meteo task rs ,emission data reception data req access vme camera control emission data control data reception data images data measured data req access  camera control images data req access vme measured data req access  x y z measured data req access  measured data req access  measured data req access  measured data req access  control data req access  control data req access  req access vme camera control emission data control data reception data images data measured data control data measured data req data rw req data rw reception data emission data images data camera control req data rw req data rw req access vme
mars pathfinder sys mars pathfinder ,40,vme bus  radio coupler camera altimeter accelerometer meterological sun sensors star analyser thrusters valves memories prs psc data rw bus scheduling data distribution control task radio task camera task mesure task meteo task rs ,emission data reception data req access vme camera control emission data control data reception data images data measured data req access  camera control images data req access vme measured data req access  x y z measured data req access  measured data req access  measured data req access  measured data req access  control data req access  control data req access  req access vme camera control emission data control data reception data images data measured data control data measured data req data rw req data rw reception data emission data images data camera control req data rw req data rw req access vme
minepump ba minepump ,44,software waterlevelmonitoring thread methanemonitoring thread pumpctrl thread wateralarm thread hardware,wateralarm methanelevel wateralarm methanelevel waterlevel wateralarm
minepump minepump ,44,software waterlevelmonitoring thread methanemonitoring thread pumpctrl thread wateralarm thread hardware,wateralarm methanelevel wateralarm methanelevel waterlevel wateralarm
minirocket minirocket ,39,ic bus usb bus uart bus uart bus twi arm uart arm uart arm usb arm pressure inertial gps camera proc  tm manager tc manager pressure manager cl manager se manager d manager gps manager inertial manager camera manager cpu arm,serial wire serial wire serial wire serial wire proc evt serial wire proc evt serial wire proc evt serial wire proc evt serial wire supply tc frame tm frame pressure meas tm frame tc frame pressure meas state estimation tc frame state estimation tm frame gps meas inertial meas decision decision camera meas gps meas inertial meas camera meas supply
mixin demo ,38,mix  mix ,port  port  port  port 
modevva modevva ,36,proc mbx regulate display acquire cpu,mbx mbx
pacemaker pkg devicecontrollermonitor others ,9,lead pacemakersw vrptimeout lrltimeout vvimode vrp hwplatform,ventriclesense ventriclepulse normal beat s p n input output input output s lrl timeout vrp timeout p n p or n1 p or n2
paparazzi airborne ,39,spi bus fly by wire mem bus dev bus recpt dv cpt dv ser rudder dv ser elevator dv ser aileronl dv ser aileronr dv ser motorl dv ser motorr dv ram proc rcptcde pilotserv mode radio ok radio really lost mega ok rec dec th send th pilot serv th check ap th check fail th interrupt elevator th interrupt motorl th interrupt motorr th interrupt aileronl th interrupt aileronr th interrupt rudder th interrupt spi  interrupt rc th mcu p autopilot mem bus dev bus modem bus p dv t dv compas dv v air dv cam dv emet dv gps dv ir dv ram n s c proc ap data channels data  data  data  data  data  data  data  data  data  ppm cpt satus nb err vsupply data acq filt th alt ctrl th nav th climb ctrl th stab th send mcu th send grd station th interrupt spi th interrupt spi th interrupt modem th interrupt gps th ctrl by rc th proc ,rc evtdata input spi con rc evtdata input ap evtdata input d mcu output rc input rc output rc evt output dev bus data elev input data aill input data ailr input data motorl input data motorr input data rudder input data elev output data aill output data ailr output data motorl output data motorr output data rudder output dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus mem bus cde elevator output cde motorl output cde motorr output cde aileronl output cde aileronr output cde rudder output radio cdes input ap cdes input cdes vol output rc evt input mcu data input radio ok input radio really lost input mcu send output data output signal input data output signal input data output signal input data output signal input data output signal input data output signal input data rec mcu output evt rec spi input data send spi output evt send spi input ap evt output rc evt input mem bus dev bus spi spi con d mcu input d mcu output p output dev bus t output dev bus compas output dev bus v air output dev bus video output dev bus video input trans data output video output trans data input modem bus dev bus gps output error output dev bus ir output error output dev bus mem bus ir input p input t input compas input v air input mcu data input gps input trans mcu output trans sol output gps evt input gps output altitude desiree input montee desiree output gps data input altitude desiree output montee desiree input ir input mcu send output data output evt rec spi input data rec mcu output data send spi output evt send spi input data rec mcu output data send spi output data send spi input data rec mcu input data input data output gps input mem bus dev bus spi
paparazzi paparazzi basic archi ,39,airborne spi bus fly by wire mem bus dev bus recpt dv cpt dv ser rudder dv ser elevator dv ser aileronl dv ser aileronr dv ser motorl dv ser motorr dv ram proc rcptcde pilotserv mode radio ok radio really lost mega ok rec dec th send th pilot serv th check ap th check fail th interrupt elevator th interrupt motorl th interrupt motorr th interrupt aileronl th interrupt aileronr th interrupt rudder th interrupt spi  interrupt rc th mcu p autopilot mem bus dev bus modem bus p dv t dv compas dv v air dv cam dv emet dv gps dv ir dv ram n s c proc ap data channels data  data  data  data  data  data  data  data  data  ppm cpt satus nb err vsupply data acq filt th alt ctrl th nav th climb ctrl th stab th send mcu th send grd station th interrupt spi th interrupt spi th interrupt modem th interrupt gps th ctrl by rc th proc ,rc evtdata input spi con rc evtdata input ap evtdata input d mcu output rc input rc output rc evt output dev bus data elev input data aill input data ailr input data motorl input data motorr input data rudder input data elev output data aill output data ailr output data motorl output data motorr output data rudder output dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus mem bus cde elevator output cde motorl output cde motorr output cde aileronl output cde aileronr output cde rudder output radio cdes input ap cdes input cdes vol output rc evt input mcu data input radio ok input radio really lost input mcu send output data output signal input data output signal input data output signal input data output signal input data output signal input data output signal input data rec mcu output evt rec spi input data send spi output evt send spi input ap evt output rc evt input mem bus dev bus spi spi con d mcu input d mcu output p output dev bus t output dev bus compas output dev bus v air output dev bus video output dev bus video input trans data output video output trans data input modem bus dev bus gps output error output dev bus ir output error output dev bus mem bus ir input p input t input compas input v air input mcu data input gps input trans mcu output trans sol output gps evt input gps output altitude desiree input montee desiree output gps data input altitude desiree output montee desiree input ir input mcu send output data output evt rec spi input data rec mcu output data send spi output evt send spi input data rec mcu output data send spi output data send spi input data rec mcu input data input data output gps input mem bus dev bus spi
paparazzi paparazzi pnp tasks interruptions ,39,airborne spi bus fly by wire mem bus dev bus recpt dv cpt dv ser rudder dv ser elevator dv ser aileronl dv ser aileronr dv ser motorl dv ser motorr dv ram proc rcptcde pilotserv mode radio ok radio really lost mega ok rec dec th send th pilot serv th check ap th check fail th interrupt elevator th interrupt motorl th interrupt motorr th interrupt aileronl th interrupt aileronr th interrupt rudder th interrupt spi  interrupt rc th mcu p autopilot mem bus dev bus modem bus p dv t dv compas dv v air dv cam dv emet dv gps dv ir dv ram n s c proc ap data channels data  data  data  data  data  data  data  data  data  ppm cpt satus nb err vsupply data acq filt th alt ctrl th nav th climb ctrl th stab th send mcu th send grd station th interrupt spi th interrupt spi th interrupt modem th interrupt gps th ctrl by rc th proc ,rc evtdata input spi con rc evtdata input ap evtdata input d mcu output rc input rc output rc evt output dev bus data elev input data aill input data ailr input data motorl input data motorr input data rudder input data elev output data aill output data ailr output data motorl output data motorr output data rudder output dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus mem bus cde elevator output cde motorl output cde motorr output cde aileronl output cde aileronr output cde rudder output radio cdes input ap cdes input cdes vol output rc evt input mcu data input radio ok input radio really lost input mcu send output data output signal input data output signal input data output signal input data output signal input data output signal input data output signal input data rec mcu output evt rec spi input data send spi output evt send spi input ap evt output rc evt input mem bus dev bus spi spi con d mcu input d mcu output p output dev bus t output dev bus compas output dev bus v air output dev bus video output dev bus video input trans data output video output trans data input modem bus dev bus gps output error output dev bus ir output error output dev bus mem bus ir input p input t input compas input v air input mcu data input gps input trans mcu output trans sol output gps evt input gps output altitude desiree input montee desiree output gps data input altitude desiree output montee desiree input ir input mcu send output data output evt rec spi input data rec mcu output data send spi output evt send spi input data rec mcu output data send spi output data send spi input data rec mcu input data input data output gps input mem bus dev bus spi
paparazzi paparazzi pp tasks ap interruptions ,39,airborne spi bus fly by wire mem bus dev bus recpt dv cpt dv ser rudder dv ser elevator dv ser aileronl dv ser aileronr dv ser motorl dv ser motorr dv ram proc rcptcde pilotserv mode radio ok radio really lost mega ok rec dec th send th pilot serv th check ap th check fail th interrupt elevator th interrupt motorl th interrupt motorr th interrupt aileronl th interrupt aileronr th interrupt rudder th interrupt spi  interrupt rc th mcu p autopilot mem bus dev bus modem bus p dv t dv compas dv v air dv cam dv emet dv gps dv ir dv ram n s c proc ap data channels data  data  data  data  data  data  data  data  data  ppm cpt satus nb err vsupply data acq filt th alt ctrl th nav th climb ctrl th stab th send mcu th send grd station th interrupt spi th interrupt spi th interrupt modem th interrupt gps th ctrl by rc th proc ,rc evtdata input spi con rc evtdata input ap evtdata input d mcu output rc input rc output rc evt output dev bus data elev input data aill input data ailr input data motorl input data motorr input data rudder input data elev output data aill output data ailr output data motorl output data motorr output data rudder output dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus mem bus cde elevator output cde motorl output cde motorr output cde aileronl output cde aileronr output cde rudder output radio cdes input ap cdes input cdes vol output rc evt input mcu data input radio ok input radio really lost input mcu send output data output signal input data output signal input data output signal input data output signal input data output signal input data output signal input data rec mcu output evt rec spi input data send spi output evt send spi input ap evt output rc evt input mem bus dev bus spi spi con d mcu input d mcu output p output dev bus t output dev bus compas output dev bus v air output dev bus video output dev bus video input trans data output video output trans data input modem bus dev bus gps output error output dev bus ir output error output dev bus mem bus ir input p input t input compas input v air input mcu data input gps input trans mcu output trans sol output gps evt input gps output altitude desiree input montee desiree output gps data input altitude desiree output montee desiree input ir input mcu send output data output evt rec spi input data rec mcu output data send spi output evt send spi input data rec mcu output data send spi output data send spi input data rec mcu input data input data output gps input mem bus dev bus spi
paparazzi paparazzi pp tasks interruptions ,39,airborne spi bus fly by wire mem bus dev bus recpt dv cpt dv ser rudder dv ser elevator dv ser aileronl dv ser aileronr dv ser motorl dv ser motorr dv ram proc rcptcde pilotserv mode radio ok radio really lost mega ok rec dec th send th pilot serv th check ap th check fail th interrupt elevator th interrupt motorl th interrupt motorr th interrupt aileronl th interrupt aileronr th interrupt rudder th interrupt spi  interrupt rc th mcu p autopilot mem bus dev bus modem bus p dv t dv compas dv v air dv cam dv emet dv gps dv ir dv ram n s c proc ap data channels data  data  data  data  data  data  data  data  data  ppm cpt satus nb err vsupply data acq filt th alt ctrl th nav th climb ctrl th stab th send mcu th send grd station th interrupt spi th interrupt spi th interrupt modem th interrupt gps th ctrl by rc th proc ,rc evtdata input spi con rc evtdata input ap evtdata input d mcu output rc input rc output rc evt output dev bus data elev input data aill input data ailr input data motorl input data motorr input data rudder input data elev output data aill output data ailr output data motorl output data motorr output data rudder output dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus data input dev bus mem bus cde elevator output cde motorl output cde motorr output cde aileronl output cde aileronr output cde rudder output radio cdes input ap cdes input cdes vol output rc evt input mcu data input radio ok input radio really lost input mcu send output data output signal input data output signal input data output signal input data output signal input data output signal input data output signal input data rec mcu output evt rec spi input data send spi output evt send spi input ap evt output rc evt input mem bus dev bus spi spi con d mcu input d mcu output p output dev bus t output dev bus compas output dev bus v air output dev bus video output dev bus video input trans data output video output trans data input modem bus dev bus gps output error output dev bus ir output error output dev bus mem bus ir input p input t input compas input v air input mcu data input gps input trans mcu output trans sol output gps evt input gps output altitude desiree input montee desiree output gps data input altitude desiree output montee desiree input ir input mcu send output data output evt rec spi input data rec mcu output data send spi output evt send spi input data rec mcu output data send spi output data send spi input data rec mcu input data input data output gps input mem bus dev bus spi
partitionedsystemexample arincsystem ,36,mem partmem partmem partition pr temperature order partition pr sem blackboard receiver printer cpu part part,samplingout queueingin tempout order commandin order samplingin queueingout temp newavg tempavg need semaphore ordersensor newavg tempavg need semaphore
ping ping ima ,36,memst mem segment segment node a pinger node b ping me poll port cpu part part,data source data source data sink data sink
quadrirotorv arm i ,39,ic bus three phases  bus three phases  bus three phases  bus three phases  bus twi arm uart arm us us pressure motor  motor  motor  motor  variator  variator  variator  variator  proc  tm manager tc manager us manager pressure manager actuators manager cpu arm,serial wire serial wire serial wire proc evt serial wire supply proc evt serial wire supply proc evt serial wire three phases wire three phases wire three phases wire three phases wire serial wire three phases wire serial wire three phases wire serial wire three phases wire serial wire three phases wire tm frame tc frame us meas us meas pressure meas tm frame tc frame actuators cmd us meas us meas pressure meas actuators cmd supply
quadrirotorv arm i ,39,usb bus usb bus uart bus uart arm uart arm uart arm usb arm usb arm inertial gps telemeter camera proc  cl manager se manager d manager telemeter manager inertial gps manager camera manager cpu arm,serial wire serial wire serial wire serial wire serial wire serial wire proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply tc frame tm frame state estimation tc frame state estimation tm frame inertial gps meas telemeter meas decision decision camera meas telemeter meas inertial gps meas camera meas supply
quadrirotorv quadrirotorv ,39,uart ipc bus arm board ic bus three phases  bus three phases  bus three phases  bus three phases  bus twi arm uart arm us us pressure motor  motor  motor  motor  variator  variator  variator  variator  proc  tm manager tc manager us manager pressure manager actuators manager cpu arm arm board usb bus usb bus uart bus uart arm uart arm uart arm usb arm usb arm inertial gps telemeter camera proc  cl manager se manager d manager telemeter manager inertial gps manager camera manager cpu arm,serial wire serial wire serial wire proc evt serial wire supply proc evt serial wire supply proc evt serial wire three phases wire three phases wire three phases wire three phases wire serial wire three phases wire serial wire three phases wire serial wire three phases wire serial wire three phases wire tm frame tc frame us meas us meas pressure meas tm frame tc frame actuators cmd us meas us meas pressure meas actuators cmd supply serial wire serial wire serial wire serial wire serial wire serial wire proc evt serial wire supply proc evt serial wire supply proc evt serial wire supply tc frame tm frame state estimation tc frame state estimation tm frame inertial gps meas telemeter meas decision decision camera meas telemeter meas inertial gps meas camera meas supply
quadrirotorv quadrirotorv ,39,ic bus three phases  bus three phases  bus three phases  bus three phases  bus usb bus usb bus uart bus uart bus twi arm uart arm uart arm usb arm usb arm us us pressure motor  motor  motor  motor  variator  variator  variator  variator  inertial gps telemeter camera proc  tm manager tc manager us manager pressure manager actuators manager cl manager se manager d manager telemeter manager gps manager inertial manager camera manager cpu arm,serial wire serial wire serial wire serial wire serial wire proc evt serial wire supply proc evt serial wire supply proc evt serial wire three phases wire three phases wire three phases wire three phases wire serial wire three phases wire serial wire three phases wire serial wire three phases wire serial wire three phases wire proc evt serial wire proc evt serial wire proc evt serial wire supply proc evt serial wire supply tc frame tm frame us meas us meas pressure meas tm frame tc frame actuators cmd us meas us meas pressure meas actuators cmd state estimation tc frame state estimation tm frame gps meas inertial meas telemeter meas decision decision camera meas telemeter meas gps meas inertial meas camera meas supply
radar radar simple ,40,vme aerial rotor monitor ram receive analyse display transmit control angle cpu,antenna out antenna in vme motor out vme screen in vme vme receive pulse get angle to screen send pulse receiver out receiver in from receiver analyser out from controller from transmitter display in display out transmitter out controller in controller out vme
