Model,Cluster,Component,Feature
smartparking parkmgmt 1,4,"dynparklot , park lot occupancy , detectveh , manageparkreserv , park lot spaces","occupancy , park spaces , occupancy , park occupancy , park spaces , spaces"
smartparking persinfodev 1,4,"persinteractvtravinfo , personal info , info thread , personallocmanagement , travnavmapdatabase , driverloc","local travlr info , interactv travle info , personal loca , transit user info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , personal loca , personal loca , personal loca"
smartparking persinteractvtravinfo 1,4,"personal info , info thread","interactv travle info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update"
smartparking personallocmanagement 1,4,"travnavmapdatabase , driverloc","personal loca , personal loca , personal loca"
smartparking roadsideequip 1,4,"rseparkmgmt , vehdata , loc identity , veh paymt , rsideparkcomm","personal loca , vehicle paymt req , park mgmt appl info , conn vehicle data , park avail , veh paymt req , veh paymt update , personal loca , vehicle paymt req , conn vehicle data , park avail , veh paymt req , personal loca , vehicle paymt req , veh paymt req , personal loca , vehicle paymt req , veh paymt req , conn vehicle data , park avail"
smartparking rseparkmgmt 1,4,"vehdata , loc identity , veh paymt , rsideparkcomm","personal loca , vehicle paymt req , conn vehicle data , park avail , veh paymt req , personal loca , vehicle paymt req , veh paymt req , personal loca , vehicle paymt req , veh paymt req , conn vehicle data , park avail"
smartparking smartparkingsystem 1,17,"parkmgmtsys , parkmgmt , dynparklot , park lot occupancy , detectveh , manageparkreserv , park lot spaces , parkelecpaymt , billdriver , parking cost , updateparkdata , spaces , roadsideequip , rseparkmgmt , vehdata , loc identity , veh paymt , rsideparkcomm , transinfoctr , ticinteractvtravinfo , trav profiles , trav info , ticdatacoll , misctravinfo , traff data trav , trafficdata , pricedata , vehicleobe , vehbasesafe , communicationremote , deviceidentity , driverguidanceinterface , fromdriver , confirmation , vehiclelocationdata , vehicleloc , driverinformationinterface , persidentity , communicationsupport , vehiclesecurecommunication , parkingsystem , paymentdeviceinterface , roadsideinforeception , vehiclelocdata , vehiclenavmapdatabase , driverpersonalreq , driver , persinfodev , persinteractvtravinfo , personal info , info thread , personallocmanagement , travnavmapdatabase , driverloc","vehicle paymt req , conn vehicle data , parking info , park mgmt appl info , driver info , occupancy , park spaces , occupancy , park occupancy , park spaces , spaces , pay req , capacity update , pay req , pay req , capacity update , capacity update , personal loca , vehicle paymt req , park mgmt appl info , conn vehicle data , park avail , veh paymt req , veh paymt update , personal loca , vehicle paymt req , conn vehicle data , park avail , veh paymt req , personal loca , vehicle paymt req , veh paymt req , personal loca , vehicle paymt req , veh paymt req , conn vehicle data , park avail , traveler req , traveler src update , parking info , interactv travle info , traveler req , interactv travle info , traveler req , interactv travle info , traveler req , interactv travle info , traveler src update , traveler src update , traveler src update , traveler info , driver ip , park avail , pers info , vehicle paymt req , vehicle paymt update , vehicle loca motion , to veh , guide req , guidance , loca identity , pers info , to veh , to veh , guide req , guidance , guide req , guidance , loca identity , loca identity , pers info , pers info , driver info , driver ip , req service , driver up , paymt txn status , local travlr info , interactv travle info , personal loca , transit user info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , interactv travle info , traveler req , traveler src update , personal loca , personal loca , personal loca"
smartparking ticdatacoll 1,4,"misctravinfo , traff data trav , trafficdata , pricedata","traveler src update , traveler src update , traveler src update"
smartparking ticinteractvtravinfo 1,4,"trav profiles , trav info","traveler req , interactv travle info , traveler req , interactv travle info , traveler req , interactv travle info"
smartparking transinfoctr 1,17,"ticinteractvtravinfo , trav profiles , trav info , ticdatacoll , misctravinfo , traff data trav , trafficdata , pricedata","traveler req , traveler src update , parking info , interactv travle info , traveler req , interactv travle info , traveler req , interactv travle info , traveler req , interactv travle info , traveler src update , traveler src update , traveler src update"
smartparking vehbasesafe 1,5,"communicationremote , deviceidentity , driverguidanceinterface , fromdriver , confirmation , vehiclelocationdata , vehicleloc , driverinformationinterface , persidentity","to veh , guide req , guidance , loca identity , pers info , to veh , to veh , guide req , guidance , guide req , guidance , loca identity , loca identity , pers info , pers info"
smartparking vehicleobe 1,4,"vehbasesafe , communicationremote , deviceidentity , driverguidanceinterface , fromdriver , confirmation , vehiclelocationdata , vehicleloc , driverinformationinterface , persidentity , communicationsupport , vehiclesecurecommunication , parkingsystem , paymentdeviceinterface , roadsideinforeception , vehiclelocdata , vehiclenavmapdatabase , driverpersonalreq","traveler info , driver ip , park avail , pers info , vehicle paymt req , vehicle paymt update , vehicle loca motion , to veh , guide req , guidance , loca identity , pers info , to veh , to veh , guide req , guidance , guide req , guidance , loca identity , loca identity , pers info , pers info"
speedwrisic roadassistanceits 1,4,"rtinfo , rtsurveillance , remontior , rvaryinglimits","variablespeedlimit , sensorscontrol , sensorsflowpath , vehiclesignagedata , trafficenvdata , trafficinfo , signaldata , trafficinfo , envout , envin , varspeed"
speedwrisic rsequip 1,5,"rseenvmonitoring , roadwaytmonitoring , vehiclesign , rsetravinfocomm , rsespeedmgmt","linfo , einfo , speedinformation , signalinfo , vehiclesignagedata , trafficenvdata , speedmminfo , einfo , signalinfo , vehiclesignageinfo , trafficmonitoring , v in , t out , s out , locinfo , speedin , speedout"
speedwrisic speed 1,4,"vehicletransit , sensor , speedassistances , roadsideinforeception , speed limit , vehicle signage , environmentmontior , sensor , safecheck , rse , rseenvmonitoring , roadwaytmonitoring , vehiclesign , rsetravinfocomm , rsespeedmgmt , tminfo , tmdistribution , tmlimits , tmmontior , survelliance , roadassistanceits , rtinfo , rtsurveillance , remontior , rvaryinglimits","lspeed , wsensor , speedmgmtdata , signalinfo , sensor output , speedinformation , speedmanagement , vehiclesignage , speedinformation , s in , s out , v in , s out , s in , in data , envdata , temp in , temp out , locationinfo , linfo , einfo , speedinformation , signalinfo , vehiclesignagedata , trafficenvdata , speedmminfo , einfo , signalinfo , vehiclesignageinfo , trafficmonitoring , v in , t out , s out , locinfo , speedin , speedout , variablespeed , sensorscontrol , sensorsflowpath , trafficsituation , speedmminfo , speedmmstatus , varspeed , status , info , envin , envout , trafficdata , variablespeedlimit , sensorscontrol , sensorsflowpath , vehiclesignagedata , trafficenvdata , trafficinfo , signaldata , trafficinfo , envout , envin , varspeed"
speedwrisic tminfo 1,4,"tmdistribution , tmlimits , tmmontior , survelliance","variablespeed , sensorscontrol , sensorsflowpath , trafficsituation , speedmminfo , speedmmstatus , varspeed , status , info , envin , envout , trafficdata"
speedwrisic vehicletransit 1,17,"sensor , speedassistances , roadsideinforeception , speed limit , vehicle signage , environmentmontior , sensor , safecheck","lspeed , wsensor , speedmgmtdata , signalinfo , sensor output , speedinformation , speedmanagement , vehiclesignage , speedinformation , s in , s out , v in , s out , s in , in data , envdata , temp in , temp out , locationinfo"
vtv transvobe 1,4,"transv2vsafety , status , op ctrl , loc ctrl , thp , thl","bus access , host status , coll inf , op disp , op in , rvloc , vloc , alarm , pla ctrl , chg ctrl , p , l , host status , coll inf , op disp , op in , rvloc , vloc , alarm , pla ctrl , chg ctrl , p , l , host status , coll inf , alarm , p , l , op disp , op in , dp , dl , rvloc , vloc , datin , datout , datin , datout"
vtv vehicletransitsystem 1,4,"transitvehicledatabus , roadsideequip , itsroadequip , transvobe , transv2vsafety , status , op ctrl , loc ctrl , thp , thl , remotevehicleobe , transoperator","host status , coll inf , pla ctrl , chg ctrl , vloc e , dvr inf , bus access , host status , coll inf , op disp , op in , rvloc , vloc , alarm , pla ctrl , chg ctrl , p , l , host status , coll inf , op disp , op in , rvloc , vloc , alarm , pla ctrl , chg ctrl , p , l , host status , coll inf , alarm , p , l , op disp , op in , dp , dl , rvloc , vloc , datin , datout , datin , datout , rvloc , vloc , vloc e , dvr inf , op disp , op in , alarm"
aadlv2 issue 16 parent 1,43,"child , child2","fg1 , fg2 , f3 , f2 , f3 , fg1 , fg2 , f3 , f2 , f3 , f1 , fg1 , fg2 , f3 , f2 , f3 , f1"
aadlvending sterownik vendingmachinesterownik with devices 1,39,"sys bus , sys fotokomorka , sys przyciski , sys wyswietlacz , sys liczydlo , sys podajnik , sys controller , thread motion , thread deal , thread give , thread view , thread money , thread buttons , sys proccesor , processor ram","motion out , bus access , wcisnieto out , bus access , wiadomosc in , bus access , sum of money out , reszta in , bus access , wysun produkt in , bus access , sum of money in , reszta out , wiadomosc out , wysun produkt out , wcisnieto in , motion in , motion in , motion out , button in , message out , wysun out , reszta out , sum in , motion in , wysun in , reszta in , wysun out , reszta out , message in , message out , sum in , sum out , button in , button out , bus access"
aadlvending sterownik vendingmachinesterownik with devices 2,39,"sys bus , sys fotokomorka , sys przyciski , sys wyswietlacz , sys liczydlo , sys podajnik , sys controller , thread motion , thread deal , thread give , thread view , thread money , thread buttons , sys proccesor , processor ram","motion out , bus access , wcisnieto out , bus access , wiadomosc in , bus access , sum of money out , reszta in , bus access , wysun produkt in , bus access , sum of money in , reszta out , wiadomosc out , wysun produkt out , wcisnieto in , motion in , motion in , motion out , button in , message out , wysun out , reszta out , sum in , motion in , wysun in , reszta in , wysun out , reszta out , message in , message out , sum in , sum out , button in , button out , bus access"
architecture marspathfinder pt simple 1,36,", a data , ordo bus , donnees , pilotage , radio , camera , mesure , meteo , cpu","share , share , share , share"
fees board stm32 stm32l476 discovery 1,19,"i2c 1 , i2c 2 , i2c 3 , serial , flash , ram , cpu","i2c link 1 , i2c link 2 , i2c link 3 , serial link , scl , sda , scl , sda , scl , sda"
fees fees fees 1,19,"lightsensor , board , i2c 1 , i2c 2 , i2c 3 , serial , flash , ram , cpu","i2c , i2c link 1 , i2c link 2 , i2c link 3 , serial link , scl , sda , scl , sda , scl , sda"
ils project ils ils 1,43,"ils process , frequency selection , providing deviation data","tp , mp , tunefunctestinhibit , functestinput , freqfuncdatasourceselect , airgroundlogic , audiodistributionsystem , locgsinterrupt , a429 out 1 , bus1 , a429 in 1 , bus1 , a429 out 2 , bus2 , a429 in 2 , bus2 , sdi , sdi in 1 , sdi in 2 , sdi in common , controlpanelspare , suggestedspare 1 , suggestedspare 2 , controlpanelpower , bp , bp1 , bp2 , bp3 , bp4 , bp5 , frequency data input porta , frequency data input portb , loc signal input , glide signal input , frequency data output port1 , frequency data output port2 , loc data output , glide data output , frequency data input , frequency data output , loc signal input , glide signal input , loc data output , glide data output"
model bankomat atmsystem with devices 1,39,"bus , czytnik kart , modul gotowkowy , drukarka , sejf , klawiatura , wyswietlacz , modul lacznosci , controller , read card insert , read modul input , sejf thread , klawiatura thread , obraz output , drukarka out , lacznosc thread , processor , memory","wlozono karte , zatrzymaj karte , bus access , pobierz gotowke , gotowka pobrana , bus access , drukuj , bus access , umieszczono gotowke , wydaj gotowke , bus access , key input , bus access , obraz input , bus access , dane karty , dane konta , bus access , key input , obraz out , drukarka out , dane karty out , dane konta in , czytnik in , sejf in , czytnik out , sejf out , modul gotowkowy in , modul gotowkowy out , czytnik in , czytnik out , modul in , modul out , sejf in , sejf out , keyboard in , obraz out , drukarka out , dane konta in , dane karty out , bus access"
raspberry smacz humanactivitymonitoringsystem 1,40,"pi bus , i2c , gpios bus , operating sys , imu n , imu f , screen controller , screen , alarm , brba , brbb , brbc , brbd , sw pow , sw rec , gpios , terminal , pi ram , pi card , daemon process , mainloop , interrupts , record process , mainloop , interrupts , screenwriter , export process , mainloop , predict process , mainloop , pi cpu 1 , pi cpu 2","sig1 , sig2 , sig3 , sig4 , sig5 , ba1 , accelerometeroutput , gyroscopeoutput , magnetometeroutput , generaloutput , samplingsettings , ba1 , accelerometeroutput , gyroscopeoutput , magnetometeroutput , generaloutput , samplingsettings , ba1 , input1 , input2 , ba1 , ba1 , togglealarm , ba1 , state , ba1 , state , ba1 , state , ba1 , state , ba1 , state , ba1 , state , ba1 , output , a , b , c , d , rec , pow , ba1 , input , ba1 , ba1 , gpioinput , screenoutput , signal , gpioinput , screenoutput , signal , gpioinput , signal , screenoutput , imu n input , imu f input , gpioinput , signal , screenoutput , binaryoutput , imu n input , imu f input , gpioinput , signal , screenwriteroutput , binaryoutput , gpioinput , signal , whattowrite , screenoutput , binaryinput , csvoutput , signal , binaryinput , csvoutput , signal , binaryinput , alarmport , signal , binaryinput , alarmport , signal , ba1 , ba1"
aaspe automotive car cherokee 1,19,"can ihs , can c , wifi , radio , hvac , amplifier , bcm , hsm , abs , acc , eps , epb","cellular access , wifi access , can ihs socket , can c socket , wifi access , cellular access , can socket , can socket , can socket , can socket , can socket , can socket , can socket , can socket"
aaspe automotive integration attack 1,19,"cellular , internet , router cel , car , can ihs , can c , wifi , radio , hvac , amplifier , bcm , hsm , abs , acc , eps , epb , attacker cel , attacker wifi , attacker internet","socket , internet , cellular access , wifi access , can ihs socket , can c socket , wifi access , cellular access , can socket , can socket , can socket , can socket , can socket , can socket , can socket , can socket , connection , connection , connection"
aaspe automotive integration i 1,19,"cellular , internet , router cel , car , can ihs , can c , wifi , radio , hvac , amplifier , bcm , hsm , abs , acc , eps , epb","socket , internet , cellular access , wifi access , can ihs socket , can c socket , wifi access , cellular access , can socket , can socket , can socket , can socket , can socket , can socket , can socket , can socket"
aaspe security cwe131 correct 1,10,"s , r","e , e"
aaspe security cwe131 incorrect 1,8,"s , r","e , e"
aaspe security cwe131 i 1,8,"s , r","e , e"
aaspe security cwe311 failure1 1,22,"s , r","dataout , datain"
aaspe security cwe311 i 1,22,"s , r","dataout , datain"
aaspe security cwe311 success1 1,22,"s , r","dataout , datain"
aaspe security cwe311 success2 1,22,"s , r","dataout , datain"
aaspe security cwe362 correct 1,8,"d , d1 , d2","d , d"
aaspe security cwe362 incorrect 1,8,"d , d1 , d2","d , d"
aaspe security cwe362 i 1,8,"d , d1 , d2","d , d"
aaspe security cwe805 failure array 1,22,"s , r","dataout , datain"
aaspe security cwe805 failure float 1,22,"s , r","dataout , datain"
aaspe security cwe805 failure int 1,2,"s , r","dataout , datain"
aaspe security cwe805 success array 1,2,"s , r","dataout , datain"
aaspe security cwe805 success float 1,22,"s , r","dataout , datain"
aaspe security cwe805 success int 1,22,"s , r","dataout , datain"
aaspe security r0 correct 1,20,"b , s , r","mybus , mybus"
aaspe security r0 incorrect 1,20,"b , s , r","mybus , mybus"
aaspe security r0 i 1,20,"b , s , r","mybus , mybus"
aaspe security r1 correct 1,10,"s , r","outfeat , infeat"
aaspe security r1 incorrect 1,10,"s , r","outfeat , infeat"
aaspe security r1 i 1,10,"s , r","outfeat , infeat"
aaspe security r5 correct 1,8,pr,"f1 , f2"
aaspe security r5 incorrect1 1,8,pr,"f1 , f2"
aaspe security r5 incorrect2 1,8,pr,"f1 , f2"
aaspe security r5 incorrect3 1,8,pr,"f1 , f2"
aaspe security r5 incorrect4 1,8,pr,"f1 , f2"
aaspe security r5 i 1,8,pr,"f1 , f2"
aaspe security r6 correct 1,20,"b1 , b2 , s , i , r","mybus , mybus1 , mybus2 , mybus"
aaspe security r6 incorrect 1,20,"b1 , b2 , s , i , r","mybus , mybus1 , mybus2 , mybus"
aaspe security r6 i 1,20,"b1 , b2 , s , i , r","mybus , mybus1 , mybus2 , mybus"
aaspe security r7 integration fail1 1,22,"thebus1 , thebus2 , sender , intermediate , receiver","dataout , datain , dataout , datain"
aaspe security r7 integration fail2 1,22,"thebus1 , thebus2 , sender , intermediate , receiver , http1 , http0","dataout , datain , dataout , datain"
aaspe security r7 integration fail3 1,22,"thebus1 , thebus2 , sender , intermediate , receiver , http1 , http0","dataout , datain , dataout , datain"
aaspe security r7 integration i 1,22,"thebus1 , thebus2 , sender , intermediate , receiver","dataout , datain , dataout , datain"
aaspe security r7 integration success1 1,22,"thebus1 , thebus2 , sender , intermediate , receiver , http1 , ssl1 , http0 , ssl0","dataout , datain , dataout , datain"
aaspe security r7 integration success2 1,22,"thebus1 , thebus2 , sender , intermediate , receiver , ssl1 , ssl0","dataout , datain , dataout , datain"
aaspe security r7 integration success4 1,22,"thebus1 , thebus2 , sender , intermediate , receiver","dataout , datain , dataout , datain"
aaspe security timing requirements correct 1,8,"s , r","e , e"
aaspe security timing requirements incorrect 1,8,"s , r","e , e"
aaspe security timing requirements i 1,8,"s , r","e , e"
aaspe sel4 bb serial beaglebone 1,40,"serial , boo , thr , cpu , runtime boo , runtime serial","datain , dataout , datain , dataout , datain , dataout , uart1 mem , serial mem"
aaspe sel4 ping pong event ping beaglebone 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong event ping 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong event ping kzm 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong event ping x86 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong ping beaglebone 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong ping 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong ping kzm 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
aaspe sel4 ping pong ping x86 1,36,"prod , pinger , cons , ping me , cpu , runtime prod , runtime cons","out port , data source , in port , data sink"
adiru adiru adiru 1,7,"afdx network , vl1 , vl2 , vl3 , vl4 , vl5 , vl6 , cdu , temperature sensor rdc , pitot static sensor rdc , mem , irmem , adrmem , module ir , ir memory , ir process , ir thread , cpu , partition ir , module adr , adr memory , irmem , adrmem , adr process , adr thread , cpu , partition adr , fmc","indicated aoa , on off cdu , ad on off cdu , ir off cmd , m1 disc output , m2 disc output , latitude , longitude , magnetic heading , tot temp , static air temp , afdx access , true airspeed , tot pressure , ground speed , indicated aoa , afdx access , afdx access , altitude in , true airspeed in , inertial altitude out , inertial vs out , present pos lat out , present pos long out , ground speed out , track angle true d , magnetic heading , wind speed d , wind direction true d , true heading d , body pitch acc out , body roll acc out , body yaw acc out , set latitude in , set longitude in , set magnetic heading in , m1 disc , m2 disc , altitude in , true airspeed in , inertial altitude out , inertial vs out , present pos lat out , present pos long out , ground speed out , track angle true d , magnetic heading , wind speed d , wind direction true d , true heading d , body pitch acc out , body roll acc out , body yaw acc out , set latitude , set longitude , set magnetic heading , th altitude , th true airspeed , th inertial altitude , th inertial vs , th present pos lat , th present pos long , th ground speed , th track angle true d , th magnetic heading , th wind speed d , th wind direction true d , th true heading d , th body pitch acc , th body roll acc , th body yaw acc , th set latitude , th set longitude , th set magnetic heading , afdx access , altitude , mach , altitude rate , tat , indicated aoa , baro corr altitude1 , baro corr altitude2 , computed air speed , true airspeed , ground speed , sat , impact pressure , tot pressure , corrected aoa , discrete word1 , discrete word2 , altitude , mach , altitude rate , tat , indicated aoa , baro corr altitude1 , baro corr altitude2 , computed air speed , true airspeed , ground speed , sat , impact pressure , tot pressure , corrected aoa , discrete word1 , discrete word2 , altitude , mach , altitude rate , tat , indicated aoa , baro corr altitude1 , baro corr altitude2 , computed air speed , true airspeed , sat , impact pressure , tot pressure , corrected aoa , discrete word1 , discrete word2 , present pos lat in , present pos long in , ground speed in , track angle true d , wind speed d"
adiru adr 1,4,"adr memory , irmem , adrmem , adr process , adr thread , cpu , partition adr","afdx access , altitude , mach , altitude rate , tat , indicated aoa , baro corr altitude1 , baro corr altitude2 , computed air speed , true airspeed , ground speed , sat , impact pressure , tot pressure , corrected aoa , discrete word1 , discrete word2 , altitude , mach , altitude rate , tat , indicated aoa , baro corr altitude1 , baro corr altitude2 , computed air speed , true airspeed , ground speed , sat , impact pressure , tot pressure , corrected aoa , discrete word1 , discrete word2 , altitude , mach , altitude rate , tat , indicated aoa , baro corr altitude1 , baro corr altitude2 , computed air speed , true airspeed , sat , impact pressure , tot pressure , corrected aoa , discrete word1 , discrete word2"
adiru ir 1,5,"ir memory , ir process , ir thread , cpu , partition ir","afdx access , altitude in , true airspeed in , inertial altitude out , inertial vs out , present pos lat out , present pos long out , ground speed out , track angle true d , magnetic heading , wind speed d , wind direction true d , true heading d , body pitch acc out , body roll acc out , body yaw acc out , set latitude in , set longitude in , set magnetic heading in , m1 disc , m2 disc , altitude in , true airspeed in , inertial altitude out , inertial vs out , present pos lat out , present pos long out , ground speed out , track angle true d , magnetic heading , wind speed d , wind direction true d , true heading d , body pitch acc out , body roll acc out , body yaw acc out , set latitude , set longitude , set magnetic heading , th altitude , th true airspeed , th inertial altitude , th inertial vs , th present pos lat , th present pos long , th ground speed , th track angle true d , th magnetic heading , th wind speed d , th wind direction true d , th true heading d , th body pitch acc , th body roll acc , th body yaw acc , th set latitude , th set longitude , th set magnetic heading"
aircraft aircraft functional aircraft functional model 1,18,"sys stability pitch , sys spoilers , sys thrust management , sys forward thrust","isfailing , isfailing , isfailing , isfailing , isfailing"
air ex1 s i 1,9,"p , pt , q , qt","pout , ptout , qin , qtin"
air ex2 s i 1,9,"p , ptout , ptin , q , qt , r , rt","sin1 , sin2 , sout , sout2 , pin , pout , pout2 , unconnectedout , pout3 , ptoutin , ptoutout , ptinin , ptinout , ptinout2 , qin , qin2 , qout , qout2 , qtin , qtout , rin , rin2 , rin3 , rin4 , rout , rout2 , rtin , rtout"
air ex2 wrapper i 1,9,"s , p , ptout , ptin , q , qt , r , rt , t","sin1 , sin2 , sout , sout2 , pin , pout , pout2 , unconnectedout , pout3 , ptoutin , ptoutout , ptinin , ptinout , ptinout2 , qin , qin2 , qout , qout2 , qtin , qtout , rin , rin2 , rin3 , rin4 , rout , rout2 , rtin , rtout , tin"
air ex3 as i 1,9,"ap , at","asout , apout , atout"
air ex3 bs i 1,9,"bp , bt","bsin , bpin , btin"
air ex3 wrapper i 1,9,"as , ap , at , bs , bp , bt","asout , apout , atout , bsin , bpin , btin"
alisa response time simple computation chain 1,3,"first process , second process","datain , dataout , datain , dataout , datain , dataout"
an model of smart home clients clients 1,9,client control unit,"in clients mcr , out clients mcr , in clients rs , out clients rs , ccu data receiver , ccu data sender"
an model of smart home maincontrolrouter maincontrolrouter 1,9,"zigbee device controller , ip device controller , remote msg control , controller","temperature in , smoke status out , in mcr remote , out mcr remote , in mcr zd , out mcr zd , in mcr ipd , out mcr ipd , dev data receiver , dev data sender , ctr data receiver , ctr data sender , dev data receiver , dev data sender , ctr data receiver , ctr data sender , app data receiver , app data sender , ctr data receiver , ctr data sender , zdc data receiver , zdc data sender , ipdc data receiver , ipdc data sender , remote data receiver , remote data sender"
an model of smart home remoteserver remoteserver 1,9,"client controller , router controller","in rs mcr , out rs mcr , in rs clients , out rs clients , cc data receiver , cc data sender , rc data receiver , rc data sender"
an model of smart home smart home smart home 1,9,"zigbee devices , ip devices , control router , zigbee device controller , ip device controller , remote msg control , controller , remote server , client controller , router controller , clients , client control unit","sensing , out zd mcr , in ipd mcr , out ipd mcr , temperature in , smoke status out , in mcr remote , out mcr remote , in mcr zd , out mcr zd , in mcr ipd , out mcr ipd , dev data receiver , dev data sender , ctr data receiver , ctr data sender , dev data receiver , dev data sender , ctr data receiver , ctr data sender , app data receiver , app data sender , ctr data receiver , ctr data sender , zdc data receiver , zdc data sender , ipdc data receiver , ipdc data sender , remote data receiver , remote data sender , in rs mcr , out rs mcr , in rs clients , out rs clients , cc data receiver , cc data sender , rc data receiver , rc data sender , in clients mcr , out clients mcr , in clients rs , out clients rs , ccu data receiver , ccu data sender"
aps communication architecture aidstonavigation aidstonavigation 1,4,"rtkbasestation , gnsstransmitter","uhfpositioncorrection , gnsssignal , correctiondata , gnssdata"
