Model,Cluster
AuthInAADL_resolute_check_dataflow_sender_i_1,3
AutoModelCheckerGeneration_aviation_GCAS_singleton_impl_1,1
AutoModelCheckerGeneration_aviation_GeoFence_singleton_impl_1,3
AutoModelCheckerGeneration_aviation_Supervised_System_impl_1,6
AutoModelCheckerGeneration_aviation_Supervisor_impl_1,1
AutoModelCheckerGeneration_aviation_TCAS_singleton_impl_1,1
AutoModelCheckerGeneration_refuel_single_Refuel_singleton_impl_1,3
AviationRequirementModeling_agree_temperature_controller_impl_1,1
AviationRequirementModeling_agree_temperature_controller_impl_2,1
AviationRequirementModeling_agree_temperature_control_panel_i_1,3
AviationRequirementModeling_agree_temperature_control_panel_i_2,3
AviationRequirementModeling_agree_temperature_cooler_impl_1,3
AviationRequirementModeling_agree_temperature_cooler_impl_2,3
AviationRequirementModeling_agree_temperature_heater_impl_1,3
AviationRequirementModeling_agree_temperature_heater_impl_2,3
AviationRequirementModeling_agree_temperature_integration_impl_1,6
AviationRequirementModeling_agree_temperature_integration_impl_2,6
AviationRequirementModeling_agree_temperature_temperature_sensor_i1_1,3
AviationRequirementModeling_agree_temperature_temperature_sensor_i1_2,3
AviationRequirementModeling_agree_temperature_temperature_sensor_i2_1,3
AviationRequirementModeling_agree_temperature_temperature_sensor_i2_2,3
AviationRequirementModeling_agree_temperature_temp_control_i_1,6
AviationRequirementModeling_agree_temperature_temp_control_i_2,6
AviationRequirementModeling_agree_temperature_voter_impl_1,1
AviationRequirementModeling_agree_temperature_voter_impl_2,1
AviationRequirementModeling_AviateControlLevel_Aviate_Control_Level_Aviate_Control_Level_impl_1,23
AviationRequirementModeling_AviateControlLevel_Aviate_Control_Level_Aviate_Control_Level_impl_2,23
AviationRequirementModeling_aviation_GCAS_singleton_impl_1,1
AviationRequirementModeling_aviation_GCAS_singleton_impl_2,1
AviationRequirementModeling_aviation_GeoFence_singleton_impl_1,3
AviationRequirementModeling_aviation_GeoFence_singleton_impl_2,3
AviationRequirementModeling_aviation_Supervised_System_impl_1,6
AviationRequirementModeling_aviation_Supervised_System_impl_2,6
AviationRequirementModeling_aviation_Supervisor_impl_1,1
AviationRequirementModeling_aviation_Supervisor_impl_2,1
AviationRequirementModeling_aviation_TCAS_singleton_impl_1,1
AviationRequirementModeling_aviation_TCAS_singleton_impl_2,1
AviationRequirementModeling_gcas_single_GCAS_singleton_impl_1,3
AviationRequirementModeling_gcas_single_GCAS_singleton_impl_2,3
AviationRequirementModeling_geofence_single_GeoFence_singleton_impl_1,3
AviationRequirementModeling_geofence_single_GeoFence_singleton_impl_2,3
AviationRequirementModeling_refuel_single_Refuel_singleton_impl_1,3
AviationRequirementModeling_refuel_single_Refuel_singleton_impl_2,3
AviationRequirementModeling_tcas_Instrumentation_impl_1,1
AviationRequirementModeling_tcas_Instrumentation_impl_2,1
AviationRequirementModeling_tcas_ManeuverTemplates_impl_1,1
AviationRequirementModeling_tcas_ManeuverTemplates_impl_2,1
AviationRequirementModeling_tcas_ResponseSelection_impl_1,1
AviationRequirementModeling_tcas_ResponseSelection_impl_2,1
AviationRequirementModeling_tcas_single_TCAS_singleton_impl_1,1
AviationRequirementModeling_tcas_single_TCAS_singleton_impl_2,1
AviationRequirementModeling_tcas_Surveillance_impl_1,1
AviationRequirementModeling_tcas_Surveillance_impl_2,1
AviationRequirementModeling_tcas_TCAS_impl_1,6
AviationRequirementModeling_tcas_TCAS_impl_2,6
AviationRequirementModeling_tcas_ThreatDetection_impl_1,1
AviationRequirementModeling_tcas_ThreatDetection_impl_2,1
AviationRequirementModeling_tcas_TrajectoryExtrapolation_impl_1,3
AviationRequirementModeling_tcas_TrajectoryExtrapolation_impl_2,3
AviationRequirementModeling_test_TrafficLight_small_1,21
AviationRequirementModeling_test_TrafficLight_small_2,21
bankomat_Bankomat_bankomat_impl_1,18
BLESS-models_Act_Actuator_common_1,5
BLESS-models_Control_Controller_base_1,10
BLESS-models_CTCS_MovementAuthority_i_1,12
BLESS-models_History_History_imp_1,11
BLESS-models_IoMTwin_Coordinator_impl_1,13
BLESS-models_IoMTwin_PCA_Pump_impl_1,12
BLESS-models_IoMTwin_Pulse_Oximeter_impl_1,12
BLESS-models_IoMTwin_Respiration_Monitor_impl_1,12
BLESS-models_IoMTwin_SysIoMT_impl_1,20
BLESS-models_KSU_Isolette_isolette_dual_sensor_1,16
BLESS-models_KSU_Isolette_isolette_single_sensor_1,16
BLESS-models_KSU_Isolette_operator_interface_impl_1,1
BLESS-models_KSU_Isolette_thermostat_dual_sensor_impl_1,16
BLESS-models_KSU_Isolette_thermostat_single_sensor_impl_1,16
BLESS-models_MovAuth_sysMovAuth_impl_1,12
BLESS-models_MovAuth_Train_impl_1,2
BLESS-models_Nursery_Room_Normal_Operation_1,16
BLESS-models_PACEMAKER_PG_imp_1,12
BLESS-models_PG_Pacemaker_imp_1,21
BLESS-models_PositionControl_PositionControlSystem_FragileMultiStep_1,29
BLESS-models_PositionControl_PositionControlSystem_FragileSingleStep_1,29
BLESS-models_PositionControl_PositionControlSystem_RobustSingleStep_1,29
BLESS-models_PO_ICEpoSystem_imp_1,16
BLESS-models_Sorting_inst_me_1,41
BLESS-models_Telemetry_Telemetry_imp_1,11
BLESS-models_Timeout_S_i_1,17
BLESS-models_Train_Train_i_1,12
BLESS-models_vvi_mode_Implant_i_1,17
BLESS-models_vvi_mode_PG_i_1,17
CarModelAADL_CarSystem_Car_impl_1,4
CMPare_CMPare_CMPareSystem_Impl_1,6
CMPare_CMPare_monitoringServer_Impl_1,7
CMPare_CMPare_webServer_Impl_1,6
CMPare_Customer_Service_CustomerService_Impl_1,6
CMPare_deliver_system_Deliver_Impl_1,6
CMPare_Order_System_Order_Impl_1,6
CMPare_payment_payment_Impl_1,6
CoffeeMachine_CoffeeMachineSystem_CoffeeMachineSystem_impl_1,18
CoffeeMachine_CoffeeMakerSubsystem_CoffeeMakerSystem_impl_1,18
CoffeeMachine_SystemEnvironment_SystemEnvironment_impl_1,18
collision_detection_aadl_avoidance_subsystem_avoidance_subsystem_impl_1,16
collision_detection_aadl_complete_car_system_complete_car_impl_1,16
collision_detection_aadl_networking_subsystem_networking_subsystem_standard_1,17
collision_detection_aadl_prediction_subsystem_prediction_subsystem_standard_1,13
collision_detection_aadl_response_subsystem_response_subsystem_standard_1,13
collision_detection_aadl_user_interaction_subsystem_user_interaction_subsystem_standard_1,17
collision_detection_aadl_vehicle_actuation_vehicle_actuation_standard_1,14
Crazyflie_Crazyflie_Final_Crazyflie_Final_impl_1,18
Crazyflie_Crazyflie_functional_Crazyflie_Functional_Chain_impl_1,32
Crazyflie_Crazyflie_Hardware_Crazyflie_impl_1,18
Crazyflie_Crazyflie_System_Crazyflie_System_impl_1,18
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Pressure_Ctrl_Pressure_Ctrl_impl_1,7
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Pressure_Ctrl_Pressure_Ctrl_impl_2,7
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Radiation_Ctrl_Radiation_Ctrl_impl_1,7
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Radiation_Ctrl_Radiation_Ctrl_impl_2,7
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Sensor_System_SensorSys_impl_1,6
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Sensor_System_SensorSys_impl_2,6
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Temperature_Ctrl_Temperature_Ctrl_impl_1,7
CSCI445-Adventium-Labs-GUMBO-Plugin-2021_Temperature_Ctrl_Temperature_Ctrl_impl_2,7
DAPP_aadl_integration_integration_generic_1,6
DAPP_aadl_integration_integration_write_owner_request_impl_1,6
DHsystem_Accounts_DHaccounts_impl_1,5
DHsystem_Communications_DHcommunications_impl_1,5
DHsystem_Communications_DHgateway_impl_1,5
DHsystem_Configurations_DHconfig_impl_1,4
DHsystem_Devices_DHdevices_impl_1,4
DHsystem_Devices_humidity_impl_1,5
DHsystem_Devices_power_impl_1,5
DHsystem_Devices_security_impl_1,5
DHsystem_Devices_thermo_impl_1,5
DHsystem_Systems_DHsystem_impl_1,4
Drinks_vending_machine_aadl_DrinkMachine_DrinkMachineSystem_impl_1,18
ElectricScooter-AADL_Controller_Scooter_Controller_i_1,18
ElectronicTollCollection_Toll_Collection_DMV_impl_1,3
ElectronicTollCollection_Toll_Collection_driver_impl_1,1
ElectronicTollCollection_Toll_Collection_enforcement_center_impl_1,3
ElectronicTollCollection_Toll_Collection_financial_center_impl_1,3
ElectronicTollCollection_Toll_Collection_its_roadway_paymnt_equipment_impl_1,2
ElectronicTollCollection_Toll_Collection_other_payment_administration_impl_1,3
ElectronicTollCollection_Toll_Collection_pac_paymnt_administration_impl_1,15
ElectronicTollCollection_Toll_Collection_payment_administration_center_impl_1,15
ElectronicTollCollection_Toll_Collection_payment_administrator_impl_1,3
ElectronicTollCollection_Toll_Collection_payment_device_impl_1,1
ElectronicTollCollection_Toll_Collection_personal_info_device_impl_1,1
ElectronicTollCollection_Toll_Collection_pers_interactive_travlr_info_impl_1,22
ElectronicTollCollection_Toll_Collection_roadside_equipment_impl_1,2
ElectronicTollCollection_Toll_Collection_roadway_toll_collectn_support_impl_1,17
ElectronicTollCollection_Toll_Collection_rsetc_impl_1,17
ElectronicTollCollection_Toll_Collection_Toll_Collection_impl_1,16
ElectronicTollCollection_Toll_Collection_vehicle_obe_impl_1,2
ElectronicTollCollection_Toll_Collection_veh_toll_paymnt_impl_1,23
ErrorModelV2_AllFlows_FGS_impl_1,6
ErrorModelV2_common_error1_main_commonsource_1,5
ErrorModelV2_common_error2_main_commonevents_1,5
ErrorModelV2_common_error3_main_commoneventssingleport_1,5
ErrorModelV2_DualFGS_FGS_impl_1,6
ErrorModelV2_FilteredFlows_FGS_impl_1,6
ErrorModelV2_fta1test_main_i_1,29
ErrorModelV2_fta2test_main_i_1,5
ErrorModelV2_fta3Test_main_i_1,5
ErrorModelV2_issue993_main_i_1,7
ErrorModelV2_nestedcomposite_main_nestedstate_1,17
ErrorModelV2_OptimizeTree_Top_impl_1,6
ErrorModelV2_propagationpointfeaturetest_main_commonsource_1,5
ErrorModelV2_propagationpointstest_main_commonsource_1,5
ErrorModelV2_redundant2_main2_compositesametype_1,17
ErrorModelV2_redundant2_main2_connection_1,17
ErrorModelV2_redundant2_main2_transition_1,17
ErrorModelV2_redundant_main_compositestate_1,17
face2aadl_connectedClient_integration_model_IntegrationModel1_impl_1,33
face2aadl_connectedClient_integration_model_IntegrationModel1_impl_2,33
face2aadl_connectedServer_integration_model_IntegrationModel1_impl_1,33
face2aadl_connectedServer_integration_model_IntegrationModel1_impl_2,33
face2aadl_descriptionOnIntegrationModel_integration_model_im_impl_1,33
face2aadl_descriptionOnIntegrationModel_integration_model_im_impl_2,33
face2aadl_duplicateNodeNames_integration_model_im_impl_1,33
face2aadl_duplicateNodeNames_integration_model_im_impl_2,33
face2aadl_emptyIntegrationModel_integration_model_IntegrationModel1_impl_1,41
face2aadl_emptyIntegrationModel_integration_model_IntegrationModel1_impl_2,41
face2aadl_filteringNoFlows_integration_model_SelectedIntegrationModel_impl_1,33
face2aadl_filteringNoFlows_integration_model_SelectedIntegrationModel_impl_2,33
face2aadl_filteringPlatformOnly_integration_model_SelectedIntegrationModel_impl_1,33
face2aadl_filteringPlatformOnly_integration_model_SelectedIntegrationModel_impl_2,33
face2aadl_filtering_integration_model_SelectedIntegrationModel_impl_1,33
face2aadl_filtering_integration_model_SelectedIntegrationModel_impl_2,33
face2aadl_mergedThreeInSeries_integration_model_Merged_Integration_Models_1_impl_1,32
face2aadl_mergedThreeInSeries_integration_model_Merged_Integration_Models_1_impl_2,32
face2aadl_mergedWithCycle_integration_model_Merged_Integration_Models_1_impl_1,32
face2aadl_mergedWithCycle_integration_model_Merged_Integration_Models_1_impl_2,32
face2aadl_mergedWithDescription_integration_model_Merged_Integration_Models_1_impl_1,32
face2aadl_mergedWithDescription_integration_model_Merged_Integration_Models_1_impl_2,32
face2aadl_mergedWithUUID_integration_model_Merged_Integration_Models_1_impl_1,32
face2aadl_mergedWithUUID_integration_model_Merged_Integration_Models_1_impl_2,32
face2aadl_mergingIntegrationModels_integration_model_Merged_Integration_Models_1_impl_1,33
face2aadl_mergingIntegrationModels_integration_model_Merged_Integration_Models_1_impl_2,33
face2aadl_mergingThreeIntegrationModels_integration_model_Merged_Integration_Models_1_impl_1,33
face2aadl_mergingThreeIntegrationModels_integration_model_Merged_Integration_Models_1_impl_2,33
face2aadl_multipleMergedUnits_integration_model_Merged_Integration_Models_1_impl_1,32
face2aadl_multipleMergedUnits_integration_model_Merged_Integration_Models_1_impl_2,32
face2aadl_multipleMergedUnits_integration_model_Merged_Integration_Models_2_impl_1,32
face2aadl_multipleMergedUnits_integration_model_Merged_Integration_Models_2_impl_2,32
face2aadl_multipleMergedUnits_integration_model_Merged_Integration_Models_3_impl_1,32
face2aadl_multipleMergedUnits_integration_model_Merged_Integration_Models_3_impl_2,32
face2aadl_noFlows_integration_model_im_impl_1,33
face2aadl_noFlows_integration_model_im_impl_2,33
face2aadl_TranslatorDemo_integration_model_im_impl_1,33
face2aadl_TranslatorDemo_integration_model_im_impl_2,33
face2aadl_uuidPlatformOnly_integration_model_IntegrationModel1_impl_1,32
face2aadl_uuidPlatformOnly_integration_model_IntegrationModel1_impl_2,32
face2aadl_uuid_integration_model_IntegrationModel1_impl_1,32
face2aadl_uuid_integration_model_IntegrationModel1_impl_2,32
face2aadl_viewSink_integration_model_IntegrationModel1_impl_1,32
face2aadl_viewSink_integration_model_IntegrationModel1_impl_2,32
face2aadl_viewSource_integration_model_IntegrationModel1_impl_1,32
face2aadl_viewSource_integration_model_IntegrationModel1_impl_2,32
FaultToleranceChecker_Simple_thermostat_th_impl_1,5
fitlife_fitbit_controllor_impl_1,2
fitlife_fitbit_wristband_with_devices_1,5
fitlife_phoneStation_controllor_impl_1,37
fitlife_phoneStation_phoneStation_with_devices_1,37
FORA-AADL_baggageUC_UC_i_1,30
FORA-AADL_baseline_CommunicationModule_i_1,19
FORA-AADL_baseline_ControlModule_i_1,19
FORA-AADL_baseline_OperationModule_i_1,19
FORA-AADL_components_Actuator_A1_1,10
FORA-AADL_components_Sensor_S1_1,10
FORA-AADL_fcpbase_Drive_i_1,34
HomeAutomationAADL_HomeAutomation_HA_impl_1,15
HybridSynchAADL_DroneControl_DroneControl_impl_1,16
HybridSynchAADL_DroneControl_DroneControl_impl_2,2
HybridSynchAADL_Drone_Drone_impl_1,2
HybridSynchAADL_Environment_Environment_impl_1,1
HybridSynchAADL_Environment_Environment_impl_2,1
HybridSynchAADL_FourDronesSystem_FourDronesSystem_impl_1,16
HybridSynchAADL_RefDrone_RefDrone_formation_1,2
IPLProjects_Hello_World_rma_impl_1,10
IPLProjects_map0_Map_i_1,40
IPLProjects_map1_Map_i_1,40
IPLProjects_map1_Map_i_2,40
IPLProjects_map2_Map_i_1,40
IPLProjects_map3a_Map_i_1,40
IPLProjects_map3b_Map_i_1,40
IPLProjects_pkg_multiproc_impl_1,10
IPLProjects_pkg_thing_impl2_1,5
IPLProjects_pkg_thing_impl_1,29
IPLProjects_tasks_library_example_Library_i_1,22
IPLProjects_tasks_library_simple_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map0_simple_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map0_simple_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map0_wempty_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map0_wempty_rot_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map0_wempty_rot_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map0_wempty_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map1_simple_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map1_wempty_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map1_wempty_rot_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map1_wempty_rot_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map1_wempty_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map2_simple_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map2_wempty_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map2_wempty_rot_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map2_wempty_rot_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map2_wempty_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3a_simple_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3a_wempty_rot_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3a_wempty_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3b_simple_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3b_wempty_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3b_wempty_rot_char_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3b_wempty_rot_TaskLibrary_fullspeed_1,38
IPLProjects_tasks_view_map3b_wempty_TaskLibrary_fullspeed_1,38
Isolette_isolette_heat_source_Heat_Source_impl_1,5
Isolette_isolette_heat_source_Heat_Source_with_devices_1,17
Isolette_isolette_operator_interface_Operator_Interface_impl_1,39
Isolette_isolette_Temperature_Sensor_impl_1,39
Isolette_isolette_temperature_sensor_Temperature_Sensor_impl_1,39
ITU_Example_AADL_ITU_Software_ITU_System_impl_1,23
JobFound_JobFound_jobFoundServer_Impl_1,6
kAADL_cruise_control_Cruisecontrollaws_Model_1,12
kAADL_cruise_control_Hci_Model_1,17
kAADL_Deployment_smp_s1_1,10
kAADL_Deployment_S_I_1,10
kAADL_Example2_simple_impl_1,26
kAADL_Example_simple_impl_1,22
kAADL_GPS_Interface_Satellite_others_1,22
kAADL_Hardware_Dual_Processor_PowerPC_1,25
kAADL_RemoteCallExample_simple_impl_1,22
Master_Thesis_HybridSynchAADL_DroneControl_DroneControl_rendezvous_1,2
Master_Thesis_HybridSynchAADL_DroneControl_DroneControl_rendezvous_2,2
Master_Thesis_HybridSynchAADL_DroneControl_DroneControl_rendezvous_3,2
Master_Thesis_HybridSynchAADL_Drones2_Drones2_rendezvous_1,16
Master_Thesis_HybridSynchAADL_Drones3_Drones3_rendezvous_1,16
Master_Thesis_HybridSynchAADL_Drones4_Drones4_rendezvous_1,16
Master_Thesis_HybridSynchAADL_DroneSystem_DroneSystem_rendezvous_1,2
Master_Thesis_HybridSynchAADL_DroneSystem_DroneSystem_rendezvous_2,2
Master_Thesis_HybridSynchAADL_DroneSystem_DroneSystem_rendezvous_3,2
Master_Thesis_HybridSynchAADL_Environment_Environment_rendezvous_1,1
Master_Thesis_HybridSynchAADL_Environment_Environment_rendezvous_2,1
Master_Thesis_HybridSynchAADL_Environment_Environment_rendezvous_3,1
MCS-Examples_ojr_steppermotor_cs_root_impl_1,10
MeceLearningSystem_mece_learning_app_package_mece_learning_app_Impl_1,6
MeceLearningSystem_mece_learning_system_package_AccountDB_Impl_1,7
MeceLearningSystem_mece_learning_system_package_ContentDB_Impl_1,7
MeceLearningSystem_mece_learning_system_package_MeceLearningSystem_Impl_1,6
MeceLearningSystem_mece_learning_system_package_ServerSide_Impl_1,6
MitesAADL_MITESIO_mites_imp_1,5
ModelagemAADL_Exemplo_bus_top_i_1,6
ModelagemAADL_Exemplo_bus_top_i_2,6
ModelagemAADL_Exemplo_bus_top_i_3,6
ModelagemAADL_Exemplo_DCS_i_1,7
ModelagemAADL_Exemplo_DCS_i_2,7
ModelagemAADL_Exemplo_DCS_i_3,7
ModelagemAADL_Exemplo_SCS_i_1,28
ModelagemAADL_Exemplo_SCS_i_2,28
ModelagemAADL_Exemplo_SCS_i_3,28
ModelagemAADL_Exemplo_Sistema_i_1,28
ModelagemAADL_Exemplo_Sistema_i_2,28
ModelagemAADL_Exemplo_Sistema_i_3,28
ModelagemAADL_resourcebudgets_DCA_tier1_1,15
ModelagemAADL_resourcebudgets_DCA_tier1_2,15
ModelagemAADL_resourcebudgets_DCA_tier1_3,15
ModelagemAADL_resourcebudgets_DCA_tier2_1,15
ModelagemAADL_resourcebudgets_DCA_tier2_2,15
ModelagemAADL_resourcebudgets_DCA_tier2_3,15
ModelagemAADL_resourcebudgets_DCS_dualtier2_1,27
ModelagemAADL_resourcebudgets_DCS_dualtier2_2,27
ModelagemAADL_resourcebudgets_DCS_dualtier2_3,27
ModelagemAADL_resourcebudgets_DCS_singletier0_1,7
ModelagemAADL_resourcebudgets_DCS_singletier0_2,7
ModelagemAADL_resourcebudgets_DCS_singletier0_3,7
ModelagemAADL_resourcebudgets_DCS_singletier1_1,27
ModelagemAADL_resourcebudgets_DCS_singletier1_2,27
ModelagemAADL_resourcebudgets_DCS_singletier1_3,27
ModelagemAADL_resourcebudgets_DCS_singletier2_1,27
ModelagemAADL_resourcebudgets_DCS_singletier2_2,27
ModelagemAADL_resourcebudgets_DCS_singletier2_3,27
ModelagemAADL_resourcebudgets_MySystem_Tier0_1,28
ModelagemAADL_resourcebudgets_MySystem_Tier0_2,28
ModelagemAADL_resourcebudgets_MySystem_Tier0_3,28
ModelagemAADL_resourcebudgets_MySystem_Tier2_1,27
ModelagemAADL_resourcebudgets_MySystem_Tier2_2,27
ModelagemAADL_resourcebudgets_MySystem_Tier2_3,27
ModelagemAADL_resourcebudgets_platform_dual_1,25
ModelagemAADL_resourcebudgets_platform_dual_2,25
ModelagemAADL_resourcebudgets_platform_dual_3,25
ModelagemAADL_resourcebudgets_platform_single_1,25
ModelagemAADL_resourcebudgets_platform_single_2,25
ModelagemAADL_resourcebudgets_platform_single_3,25
ModelagemAADL_resourcebudgets_SCS_dualtier2_1,27
ModelagemAADL_resourcebudgets_SCS_dualtier2_2,27
ModelagemAADL_resourcebudgets_SCS_dualtier2_3,27
ModelagemAADL_resourcebudgets_SCS_tier0_1,28
ModelagemAADL_resourcebudgets_SCS_tier0_2,28
ModelagemAADL_resourcebudgets_SCS_tier0_3,28
ModelagemAADL_resourcebudgets_SCS_tier1_1,27
ModelagemAADL_resourcebudgets_SCS_tier1_2,27
ModelagemAADL_resourcebudgets_SCS_tier1_3,27
ModelagemAADL_resourcebudgets_SCS_tier2_1,27
ModelagemAADL_resourcebudgets_SCS_tier2_2,27
ModelagemAADL_resourcebudgets_SCS_tier2_3,27
ocarina_A_S_first_1,22
ocarina_client_server_Pkg_client_server_others_1,41
ocarina_FlightControlSystem_fcs_impl_1,14
ocarina_GPS_Interface_Satellite_others_1,22
ocarina_Hardware_Dual_Processor_PowerPC_1,25
ocarina_model_main_i_1,8
ocarina_p1_r1_i_1,41
ocarina_p1_r2_i_1,41
ocarina_pingpong_s_i_1,10
ocarina_pingpong_t_i_1,10
ocarina_Producer_Consumer_PC_Simple_Native_1,9
ocarina_PropValue_Test_Imp_1,30
ocarina_radar_radar_simple_1,17
ocarina_RMAAadl_rma_ERC32_1,10
ocarina_RMAAadl_rma_ERC32_2,10
ocarina_RMAAadl_rma_ERC32_3,10
ocarina_RMAAadl_rma_ERC32_4,10
ocarina_RMAAadl_rma_ERC32_5,10
ocarina_RMAAadl_rma_ERC32_6,10
ocarina_RMAAadl_rma_impl_1,10
ocarina_Scenario_producer_consumer_Impl_1,41
ocarina_Shared_shared_impl_1,22
ocarina_S_S_impl_1,26
ocarina_t11_system_e_t11_i_1,41
ocarina_t11_system_t11_i_1,41
ocarina_t12_system_e_t12_i_1,41
ocarina_t12_system_t12_i_1,41
ocarina_t13_system_t13_i_1,29
ocarina_t15_integrated_t15_i_1,30
ocarina_t15_system_15_i_1,21
ocarina_t16_system_t16_i_1,36
ocarina_t16_system_t16_one_i_1,21
ocarina_t16_system_t16_three_i_1,35
ocarina_t16_system_t16_two_i_1,21
ocarina_t9_system_t9_i_1,41
ocarina_Test1_REAL_rma_ERC32_1,10
ocarina_Test3_REAL_rma_ERC32_1,10
ocarina_Test4_REAL_rma_ERC32_1,10
ocarina_Test5_REAL_rma_ERC32_1,10
ocarina_Test5_REAL_rma_ERC32_2,10
ocarina_TestComputeEntryPoint_S_I_1,10
ocarina_testfeaturegroup_top_i_1,29
ocarina_Test_01_rma_ERC32_1,10
ocarina_Test_01_rma_ERC32_2,10
ocarina_Test_Aadl_Xml_Connections_main_impl_1,17
ocarina_Test_Aadl_Xml_Output_main_impl_1,41
ocarina_Test_carext_impl_1,22
ocarina_Test_carRT_impl_1,22
ocarina_Test_Cheddar_deployment_impl_1,10
ocarina_test_container_impl_1,22
ocarina_Test_mysystem_impl_1,8
ocarina_test_node_impl_1,8
ocarina_test_node_impl_2,8
ocarina_test_order_deployment_impl_1,9
ocarina_Test_s2_i_1,29
ocarina_test_spg_test_impl_1,41
ocarina_test_s_i2_1,41
ocarina_Test_s_impl_1,30
ocarina_t_s2_i_1,22
ocarina_t_s_i_1,22
ocarina_validation_mysystem_local_1,10
ocarina_vehicle_root_impl_1,23
ocarina_vehicle_vehicle_standard_1,23
oqarina_Car_Car_impl_1,14
oqarina_RMAAadl_rma_impl_1,10
OSATE-FTA-Tests_Fault_tree_0_main_complete_1,5
OSATE-FTA-Tests_Fault_tree_1_main_complete_1,5
OSATE-FTA-Tests_Fault_tree_2_main_complete_1,5
OSATE-FTA-Tests_Fault_tree_3_main_complete_1,5
ParkingProject_parking_system_parking_simple_1,21
polyorb-hi-ada_d3extended_probe_native_1,9
polyorb-hi-ada_DCLocal_Delayed_Connections_Native_1,10
polyorb-hi-ada_Flowlatencysampleddata_application_allperiodicsampled_1,14
polyorb-hi-ada_HW_Leon_Case_Study_LEON_1,10
polyorb-hi-ada_HW_Leon_Local_Case_Study_LEON_Local_1,10
polyorb-hi-ada_HW_Native_Case_Study_Native_1,10
polyorb-hi-ada_radar_system_radar_simple_1,22
polyorb-hi-ada_RMAAadl_rma_ERC32_1,10
polyorb-hi-ada_Sunseeker_Dist_Sunseekercontrolsystem_Type_Native_1,22
polyorb-hi-ada_Sunseeker_Local_Sunseekercontrolsystem_Type_LEON_1,10
polyorb-hi-ada_Sunseeker_Local_Sunseekercontrolsystem_Type_LEON_GNAT_1,10
polyorb-hi-ada_System_Demo_The_Demo_impl_1,22
polyorb-hi-c_CPP_Test_cpp_test_impl_1,10
polyorb-hi-c_CPP_Test_cpp_test_RTEMS_1,10
polyorb-hi-c_CPP_Test_cpp_test_Xenomai_1,10
polyorb-hi-c_PING_PING_Impl_1,10
polyorb-hi-c_PING_PING_RTEMS_1,10
polyorb-hi-c_PING_PING_Xenomai_1,10
polyorb-hi-c_PTEST_ptest_impl_1,10
polyorb-hi-c_PTEST_ptest_rtems_impl_1,10
polyorb-hi-c_RMAAadl_rma_compcert_1,10
polyorb-hi-c_RMAAadl_rma_impl_1,8
polyorb-hi-c_RMAAadl_rma_impl_2,10
polyorb-hi-c_RMAAadl_rma_impl_3,10
polyorb-hi-c_RMAAadl_rma_impl_4,10
polyorb-hi-c_RMAAadl_rma_impl_5,10
polyorb-hi-c_RMAAadl_rma_RTEMS_1,10
polyorb-hi-c_RMAAadl_rma_Xenomai_1,10
polyorb-hi-c_Scenario_cpptest_Impl_1,41
polyorb-hi-c_Scenario_cpp_Impl_1,41
polyorb-hi-c_scenario_d3_1_3_1_Impl_1,41
polyorb-hi-c_scenario_d3_1_3_1_Impl_2,41
polyorb-hi-c_scenario_d3_1_3_1_Impl_3,41
polyorb-hi-c_scenario_d3_1_3_1_Impl_4,41
polyorb-hi-c_Scenario_Flight_Management_Impl_1,41
polyorb-hi-c_Scenario_Flight_Management_Impl_2,41
polyorb-hi-c_Scenario_Flight_Management_Impl_3,41
polyorb-hi-c_Scenario_Flight_Management_Impl_4,41
